229	0	https://publications.parliament.uk/pa/ld199899/ldjudgmt/jd991021/vehicle.htm 	NAN	NAN	NAN	0	lord clyde, lord hope
229	1	------------- NEW JUDGE --------------- 	NAN	NAN	NAN	0	lord clyde, lord hope
229	2	LORD SLYNN OF HADLEY 	NAN	NAN	NAN	0	lord clyde, lord hope
229	3	My Lords , 	NAN	NAN	NAN	0	lord clyde, lord hope
229	4	Section 97 -LRB- 1 -RRB- -LRB- a -RRB- -LRB- iii -RRB- of the Transport Act 1968 provides that `` no person shall use , or cause or permit to be used , a vehicle to which this section applies unless there is in the vehicle recording equipment which is being used as provided by -LSB- Articles 13-15 of that regulation -RSB- '' -LRB- Council Regulation -LRB- E.E.C. -RRB- No. 3821/85 of 20 December 1985 on recording equipment in road transport -RRB- . 	NAN	NAN	NAN	0	lord clyde, lord hope
229	5	That regulation provides in Article 3 that `` Recording equipment shall be installed and used in vehicles registered in a Member State which are used for the carriage of passengers or goods by road , except the vehicles referred to in Articles 4 and 14 -LRB- 1 -RRB- of Regulation -LRB- E.E.C. -RRB- No. 3820/85 . '' 	NAN	NAN	NAN	0	lord clyde, lord hope
229	6	Regulation 3820/85 defines `` carriage by road '' as meaning `` any journey made on roads open to the public of a vehicle , whether laden or not , used for the carriage of passengers or goods '' and `` vehicles '' includes motor vehicles and trailers . 	NAN	NAN	NAN	0	lord clyde, lord hope
229	7	By Article 4 the Regulation is not to apply to carriage by vehicles used for a large number of different and unrelated purposes . 	NAN	NAN	NAN	0	lord clyde, lord hope
229	8	Group 6 comprises : `` Vehicles used in connection with the sewerage , flood protection , water , gas and electricity services , highway maintenance and control , refuse collection and disposal , telegraph and telephone services , carriage of postal articles , radio and television broadcasting and the detection of radio or television transmitters or receivers . '' 	NAN	NAN	NAN	0	lord clyde, lord hope
229	9	On 30 July 1996 a tipper lorry with a trailer carrying a road planing machine , belonging to Bruce Cook Road Planing Ltd. and driven by their employee Anthony Richard Cheetham , was stopped on the A1 road at Colsterworth in the County of Lincoln at 21.50 by a road traffic examiner . 	NAN	NAN	NAN	0	lord clyde, lord hope
229	10	The driver had a current log book of his hours but was not using the tachograph to record his driving and duty hours . 	NAN	NAN	NAN	0	lord clyde, lord hope
229	11	The driver said that he had been told not to do so by his employer and Mr. Bruce Cook , a director of the company , said that the company had been in operation since 1982 , that `` they were only concerned with highway maintenance and repairs and have always considered that we come under Article 4 E.E.C. 3820/85 . '' 	NAN	NAN	NAN	0.1	lord clyde, lord hope
229	12	Both the company and the driver were prosecuted for using the vehicle without keeping a tachograph record contrary to Article 15 -LRB- 2 -RRB- of Regulation E.E.C. 3821/85 . 	NAN	NAN	NAN	0.1	lord clyde, lord hope
229	13	The justices found , in addition to the facts already referred to , that : '' -LRB- e -RRB- The tipper lorry and trailer were being used to transport the road planing machine to a site so that it could be operated ; -LRB- f -RRB- The road planing machine was only capable of being used to plane roads when being used with another vehicle . 	NAN	NAN	NAN	0.1	lord clyde, lord hope
229	14	It could not be driven independently and had to be transported from site to site on a low loader or similar vehicle . '' 	NAN	NAN	NAN	0.1	lord clyde, lord hope
229	15	It is agreed that the tipper lorry at the site was used to carry weighing materials loosened by the road planer . 	NAN	NAN	NAN	0.1	lord clyde, lord hope
229	16	The justices dismissed both informations on the basis that the use of the lorry fell within Article 4 -LRB- 6 -RRB- of Regulation E.E.C. 3820/85 . 	NAN	NAN	NAN	0.1	lord clyde, lord hope
229	17	On a case stated , the Divisional Court took the opposite view and returned the case to the Magistrates ' Court with a direction to convict . 	NAN	NAN	NAN	0.1	lord clyde, lord hope
229	18	The company now appeals . 	NAN	NAN	NAN	0.1	lord clyde, lord hope
229	19	Mr. David Phillips Q.C. persuasively argued that the justices were entitled and right to dismiss the informations . 	NAN	NAN	NAN	0.1	lord clyde, lord hope
229	20	What happened here was within the normal ordinary meaning of the words `` in connection with '' highway maintenance and control . 	NAN	NAN	NAN	0.1	lord clyde, lord hope
229	21	The planer was only used and was going to be used for highway maintenance ; it had to be transported to the site and on this occasion was on its way to a site so that it could be operated there ; the lorry was used only for the purpose of transporting the planer and for removing materials lifted by the planer ; without the lorry -LRB- and the planer it carried -RRB- being at the site no relevant highway maintenance could take place ; the lorry was not being used `` in connection with '' anything but highway maintenance . 	NAN	NAN	NAN	0.1	lord clyde, lord hope
229	22	The words `` in connection with '' highway maintenance can not have been intended to mean only use `` in '' or `` in the course of '' acts of highway maintenance . 	NAN	NAN	NAN	0.1	lord clyde, lord hope
229	23	If , as must be accepted , the lorry and the planer had to be driven to the site to carry out the work -LRB- and for no other purpose -RRB- there is no logic or reason to distinguish between a shorter and a longer journey along the highway to get to the site . 	NAN	NAN	NAN	0.1	lord clyde, lord hope
229	24	I see much force in these submissions and it is not surprising that on similar arguments the justices came to the conclusion they did . 	NAN	NAN	NAN	0.1	lord clyde, lord hope
229	25	I am , however , satisfied that they can not be accepted and that the Divisional Court was right . 	NAN	NAN	NAN	0.1	lord clyde, lord hope
