2.24	35	1	0	0.5	NONE	[2002] UKHL 24	<new-case>	NONE	bingham	NONE	NONE	0	0	0	0	1	0
2.24	35	2	1	0.5	bingham	LORD BINGHAM OF CORNHILL	TEXTUAL	NONE	NONE	NONE	NONE	0	0	0	0	0	1
2.24	35	3	2	0.5	bingham	My Lords ,	TEXTUAL	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.24	35	5	3	1	bingham	The issue in this appeal is whether the Crown Court at Warrington could lawfully conclude on the facts found ( as it did ) that Mr Kehoe , an employee of an unlimited company named RBNB , was not or might not be a fit and proper person to hold a justices ' licence to sell intoxicating liquor at the Weavers Hotel , Runcorn .	FRAMING	4	NONE	NONE	NONE	0	0	1	0	0	0
2.24	35	7	4	2	bingham	This apparently simple question has proved difficult to resolve .	NONE	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.24	35	8	5	2	bingham	Mr Kehoe 's application , in effect for transfer to him of an existing licence which he held under a protection order , was dismissed by the Halton Licensing Justices sitting in Widnes on 5 March 1997 .	PROCEEDINGS	3	NONE	NONE	NONE	0	0	1	0	0	1
2.24	35	9	6	2	bingham	Mr Kehoe appealed against that refusal to the Crown Court at Warrington , but the refusal was upheld by His Honour Judge Clarke , sitting with licensing justices , on 10 October 1997 .	PROCEEDINGS	3	NONE	NONE	NONE	0	0	1	0	0	1
2.24	35	10	7	2	bingham	Mr Kehoe sought judicial review of that decision and was successful : on 3 April 1998 Sedley J quashed the crown court 's decision on the ground that the policy adopted by the justices was unlawful ; the matter was remitted to the crown court for rehearing .	PROCEEDINGS	NONE	NONE	NONE	NONE	0	0	0	0	0	1
2.24	35	11	8	2	bingham	At the rehearing in the crown court , again before Judge Clarke and licensing justices , the parties agreed to accept the findings of fact made by the crown court the year before , but on 9 October 1998 the crown court reached the same decision , adverse to Mr Kehoe , as it had done before .	PROCEEDINGS	NONE	NONE	NONE	NONE	0	0	0	0	0	1
2.24	35	12	9	2	bingham	At this stage Mr Kehoe obtained other employment but his employer , RBNB , sought judicial review of the crown court 's decision as an interested party and on 15 December 1999 Newman J allowed the company 's application and declared that the crown court 's decision had been contrary to law .	PROCEEDINGS	3	NONE	NONE	NONE	0	0	0	0	0	1
2.24	35	13	10	2	bingham	The Chief Constable of Cheshire appealed against that order but on 31 July 2000 the Court of Appeal ( Otton , Robert Walker LJJ and Sir Ronald Waterhouse ) dismissed his appeal : [ 2001 ] 1 WLR 2239 .	PROCEEDINGS	3	NONE	NONE	NONE	0	0	1	0	1	1
2.24	35	14	11	2	bingham	The Chief Constable renews his attempt to reinstate the crown court 's second decision on appeal to the House .	PROCEEDINGS	3	NONE	NONE	NONE	0	0	0	0	0	0
2.24	35	16	12	3	bingham	The critical findings of fact made by the crown court are very lucidly stated in the judgments of Judge Clarke and include the following :	PROCEEDINGS	NONE	NONE	NONE	NONE	0	0	0	0	0	1
2.24	35	16	13	3.5	bingham	"( 1 ) "" In August 1996 Mr Kehoe commenced employment with RBNB ."	PROCEEDINGS	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.24	35	17	14	3.5	bingham	In October of that year he was appointed Manager of the public house and he entered into an agreement , which ... provides the obligations of a Manager to ensure that the premises are run in a proper manner and it is clear that he has run these premises without problems .	PROCEEDINGS	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.24	35	18	15	3.5	bingham	He is responsible to an Area Manager , a Mr Mackin .	PROCEEDINGS	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.24	35	19	16	3.5	bingham	He has only had one matter of concern , that was not in relation to the premises , it was in relation to an attempted robbery at the premises , and he has a chain of command which leads him to Mr Walsh who is the Managing Director of RBNB .	PROCEEDINGS	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.24	35	no match	17	3.5	bingham	On 18 November 1996 he was granted a protection order . ... We have heard from a number of people in this case who are the participants to this appeal .	PROCEEDINGS	NONE	no match	no match	no match	0	0	0	0	0	0
2.24	35	22	18	3.5	bingham	Firstly , Mr Kehoe .	PROCEEDINGS	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.24	35	no match	19	3.5	bingham	This court has no doubt and finds as a fact that Mr Kehoe can be regarded as a fit and proper person to hold a licence . .... As I say , this court finds that there is no objection to the fitness and propriety of Mr Kehoe .	PROCEEDINGS	12	no match	no match	no match	0	0	0	0	0	0
2.24	35	no match	20	3.5	bingham	He appears to us to be undoubtedly a fit and proper person to hold a justices ' licence . ... Mr Kehoe told us he regards himself as accountable firstly to Mr Mackin his Area Manager and then to Mr Walsh his Managing Director .	PROCEEDINGS	12	no match	no match	no match	0	0	0	0	0	0
2.24	35	28	21	3.5	bingham	There has been no occasion when anyone else within the company has sought to give him guidance as to the management of the public house .	PROCEEDINGS	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.24	35	29	22	3.5	bingham	"He simply has no idea who the shareholders are . """	PROCEEDINGS	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.24	35	30	23	3.5	bingham	"( 2 ) "" Mr Mackin , the Area Manager , he has considerable experience in the licensing trade ."	PROCEEDINGS	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.24	35	31	24	3.5	bingham	He has been employed by RBNB since September 1995 .	PROCEEDINGS	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.24	35	32	25	3.5	bingham	He reports to Mr Walsh .	PROCEEDINGS	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.24	35	no match	26	3.5	bingham	"He is not aware at all as to who owns the company that he works for but there can be no complaint against him about his propriety to properly carry out his role as Area Manager . ... There is no objection again which we find as a fact to the Area Manager ... being fit and proper . ... Mr Mackin in effect says the same , describing himself as answerable to Mr Walsh . """	PROCEEDINGS	NONE	no match	no match	no match	0	0	0	0	0	0
2.24	35	36	27	3.5	bingham	"( 3 ) "" Mr Walsh is the Managing Director of RBNB , has been so since November 1994 ."	PROCEEDINGS	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.24	35	37	28	3.5	bingham	A fellow director is a Mr Fisher who is a solicitor .	PROCEEDINGS	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.24	35	38	29	3.5	bingham	Mr Walsh is a man with a considerable experience in the licensing trade .	PROCEEDINGS	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.24	35	39	30	3.5	bingham	He has the control of the day to day businesses .	PROCEEDINGS	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.24	35	no match	31	3.5	bingham	He says he is not instructed by the shareholders as to how he ought to do his job , and he has 38 properties under his care . ... Mr Walsh effectively says , the running of the public houses and the brewery which is run by the company RBNBC is left entirely to him .	PROCEEDINGS	NONE	no match	no match	no match	0	0	0	0	0	0
2.24	35	42	32	3.5	bingham	He would not brook interference from the shareholders .	PROCEEDINGS	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.24	35	no match	33	3.5	bingham	If they sought to do so , he would resign and is prepared to undertake to inform the Police Authority at the very least , should he resign or his employment be terminated by the shareholders , who .... have the power to do so and as such , this court finds , in the position to ultimately control or influence the employees of this company , and to dictate the policy of the company should they so wish .	PROCEEDINGS	NONE	no match	no match	no match	0	0	0	0	0	0
2.24	35	45	34	3.5	bingham	Mr Walsh informed us that of the original 38 public houses , now only 28 are trading .	PROCEEDINGS	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.24	35	46	35	3.5	bingham	9 of those closed primarily because of the refusal to disclose the identity of the shareholders , the beneficial owners of the company .	PROCEEDINGS	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.24	35	47	36	3.5	bingham	Including the Weaver , there are another 6 public houses subject to application to revoke their justices ' licence .	PROCEEDINGS	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.24	35	48	37	3.5	bingham	Mr Walsh in his charming way makes it very clear that he will respect the privacy of the shareholders to the utmost .	PROCEEDINGS	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.24	35	49	38	3.5	bingham	He informs us that they are men of wealth though will not divulge their line of business , but they are not involved in anything illegal and relies upon the backing of the NatWest as indicative of the fact that the shareholders must be men of integrity .	PROCEEDINGS	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.24	35	50	39	3.5	bingham	He has no formal contract of employment , merely employed upon a hand shake .	PROCEEDINGS	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.24	35	51	40	3.5	bingham	He agrees that the shareholders decide if he remains in position .	PROCEEDINGS	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.24	35	52	41	3.5	bingham	There is nothing to stop them from removing him from office and they could change the direction of the company without him .	PROCEEDINGS	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.24	35	53	42	3.5	bingham	"He says , "" it 's not just my word to accept the shareholder as a fit and proper person "" relying as he does on National Westminster and [ Deloitte 's ] letters . """	PROCEEDINGS	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.24	35	54	43	3.5	bingham	"( 4 ) "" He [ Mr Walsh ] told us that there are six properties not trading ."	PROCEEDINGS	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.24	35	55	44	3.5	bingham	There are two of them ... in the Merseyside area .	PROCEEDINGS	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.24	35	56	45	3.5	bingham	They have simply been closed , with ... caretakers imposed to ensure the premises are not vandalised .	PROCEEDINGS	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.24	35	57	46	3.5	bingham	Both those premises decided to close when it became apparent that the Police Authority would wish to know the identity of the shareholders .	PROCEEDINGS	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.24	35	58	47	3.5	bingham	Mr Walsh was not prepared to reveal that matter to the police as he is not prepared to reveal that matter to the court and I note in the court below the justices were prepared to receive the information in private as to the names of the shareholders , but again he declined to do so ... before this particular court and he is obviously pledged to that confidentiality and observes it to the letter .	PROCEEDINGS	2	NONE	NONE	NONE	0	0	0	0	0	0
2.24	35	59	48	3.5	bingham	He told us about four premises in the West Midlands which are now no longer operating : Woodcock , which has been closed since November 1995 and its licence was revoked ; the Cross Gate which has not operated since 11 January 1996 ; the Balmoral which has not operated since 14 March 1996 and the Coldstream which I think has been closed since May 1996 .	PROCEEDINGS	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.24	35	60	49	3.5	bingham	He told us that those public houses were closed in advance of revocation orders .	PROCEEDINGS	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.24	35	no match	50	3.5	bingham	He said there were a number of problems concerning the running of each public house , but one reason in each case for their no longer operating is the decision to decline to name the financial backers . ... [ Mr Walsh ] says that he has known the shareholders for some 30 years but he cannot provide us with any greater detail than that . ... Finally we heard from Mr John Fletcher who is the licensing officer to the Halton division .	PROCEEDINGS	2	no match	no match	no match	0	0	0	0	0	1
2.24	35	64	51	3.5	bingham	He himself had been perfectly satisfied and made it more than plain to us that he was perfectly satisfied with the way that Mr Kehoe runs the Weavers Hotel , and he himself said of course he had no reason to make any inquiry until he was alerted to the situation - by that I mean no reason to make any inquiries as to the principal shareholders - until he was alerted to the situation by a letter which emanated from the Birmingham Licensing Justices and then when he himself made the inquiries such as he was , there had been , I am afraid , no response . ... There are two shareholders in RBNB .	PROCEEDINGS	NONE	NONE	NONE	NONE	0	0	1	0	0	0
2.24	35	66	52	3.5	bingham	They hold the ultimate beneficial interest in the unlimited company .	PROCEEDINGS	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.24	35	67	53	3.5	bingham	"The shareholders guaranteed the loan made by the National Westminster Bank to the company by which the company effected the purchase of 38 public houses formerly owned by the Greenalls group . """	PROCEEDINGS	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.24	35	68	54	3.5	bingham	"( 5 ) "" We also find that the shareholders are not , as such , concerned in the day to day running of the business , the day to day nuts and bolts of the business , and from the evidence we have heard , it does not appear that they concern themselves in the management of the business day to day , they leave that to their management team and these are all matters which we find . """	PROCEEDINGS	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.24	35	69	55	3.5	bingham	It was explained to the House that the two shares in RBNB were held through a series of companies in such a way that the identity of the shareholders was not publicly ascertainable .	PROCEEDINGS	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.24	35	71	56	4	bingham	The ground upon which the justices and on two occasions the crown court ruled against Mr Kehoe 's application was that since the identity of the ultimate beneficial owners of the shares in RBNB was deliberately withheld , they could not be sure that such owners were not engaged in some illegal or nefarious activity ; and that in the circumstances they did not think Mr Kehoe a fit and proper person to hold the licence .	PROCEEDINGS	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.24	35	72	57	4	bingham	In the first judgment of the crown court Judge Clarke observed :	PROCEEDINGS	NONE	NONE	NONE	NONE	0	0	0	0	0	1
2.24	35	72	58	4.5	bingham	""" But what is said to us by the police is surely a matter of concern , that one should know before you are granting any licence who effectively is backing the licence , who the owner of the premises [ is ] for whom this person is employed ."	PROCEEDINGS	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.24	35	73	59	4.5	bingham	For example , if you don't do that , then in fact you could be letting this be a haven for money from the sale of drugs to be pumped into a business or for other criminal activity being concealed within the running of the business .	PROCEEDINGS	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.24	35	74	60	4.5	bingham	"It is essential , they say , that you should know who is behind the running of these premises . """	PROCEEDINGS	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.24	35	76	61	5	bingham	In his second judgment Judge Clarke summarised the court 's conclusion as follows :	PROCEEDINGS	NONE	NONE	NONE	NONE	0	0	0	0	0	1
2.24	35	76	62	5.5	bingham	""" Accordingly , this court exercising its discretion judicially as it must , and having regard to its responsibility as Licensing Justices to ensure that the licensing laws are properly observed , comes to the conclusion and seeking to exercise its discretion , it is proper for the court to inquire into the identity of the shareholders of RBNB so that the court can satisfy itself that the principal shareholders , in accordance with paragraph 4 ( 1 ) of the policy , are not people who would be refused a licence as being not fit and proper to hold a licence ."	PROCEEDINGS	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.24	35	77	63	5.5	bingham	The court cannot be properly satisfied that they are fit and proper persons to exercise control and influence over the licensee , and his management of the premises .	PROCEEDINGS	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.24	35	78	64	5.5	bingham	"The court , not being able to carry out such inquiry , such that it can be properly satisfied , and although Mr Kehoe himself is a fit and proper person , the court is not able to grant Mr Kehoe 's application . """	PROCEEDINGS	12	NONE	NONE	NONE	0	0	0	0	0	0
2.24	35	80	65	6	bingham	Paragraph 4 ( 1 ) of the Halton Licensing Committee 's statement of policy , adopted after the judgment of Sedley J , was in these terms :	PROCEEDINGS	NONE	NONE	NONE	NONE	0	0	0	0	0	1
2.24	35	80	66	6.5	bingham	""" No licence will be granted to an applicant of bad character or to anyone who is otherwise unfit to hold a licence ."	PROCEEDINGS	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.24	35	81	67	6.5	bingham	"Neither will a licence be granted to a person who , though outwardly fit and proper himself or herself , might be influenced or controlled by others in his or her management of the premises where those others would be refused a licence on this ground . """	PROCEEDINGS	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.24	35	82	68	6.5	bingham	The licensing regime	TEXTUAL	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.24	35	83	69	7	bingham	The sale of intoxicating liquor in this country has been subject to a measure of statutory control for over 500 years .	BACKGROUND	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.24	35	84	70	7	bingham	This statutory intervention has been prompted by the need to control the evils notoriously attendant upon such sale unless they are controlled : drunkenness ; crime and disorder ; brothel keeping ; prostitution ; unlawful gaming , and so on .	BACKGROUND	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.24	35	85	71	7	bingham	"An Act was passed in 1623 "" for the better repressing of drunkenness , and restraining the inordinate haunting of inns , alehouses and other victualling houses "" ."	BACKGROUND	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.24	35	86	72	7	bingham	"The Licensing Act 1872 was passed , according to its long title , for "" the better prevention of drunkenness "" ."	BACKGROUND	NONE	NONE	NONE	NONE	0	1	0	0	0	0
2.24	35	87	73	7	bingham	The present regime of control , to be found in the Licensing Act 1964 , reproducing many features of earlier statutes , rests ( so far as relevant to this case ) on six main pillars .	BACKGROUND	NONE	NONE	NONE	NONE	0	1	0	0	0	0
2.24	35	88	74	7	bingham	First , it is a criminal offence punishable by imprisonment to sell intoxicating liquor without a licence ( section 160 ) or in breach of the conditions of a licence ( section 161 ) .	BACKGROUND	NONE	NONE	NONE	NONE	1	0	0	0	0	0
2.24	35	89	75	7	bingham	Thus the holding of a current licence is the effective instrument of control .	BACKGROUND	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.24	35	90	76	7	bingham	Second , the power to grant or refuse licences is entrusted in the first instance to local licensing justices , who may be assumed to have a special knowledge of and insight into the needs of and conditions in their local area .	BACKGROUND	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.24	35	91	77	7	bingham	Third , it is provided by section 3 ( 1 ) of the Act that	BACKGROUND	NONE	NONE	NONE	NONE	1	0	0	0	0	0
2.24	35	91	78	7.5	bingham	""" Licensing justices may grant a justices ' licence to any such person , not disqualified under this or any other Act for holding a justices ' licence , as they think fit and proper . """	BACKGROUND	1	NONE	NONE	NONE	0	0	0	0	0	0
2.24	35	92	79	7.5	bingham	Section 3 ( 2 ) makes it plain that a justices ' licence may be granted as a new licence or by way of renewal , transfer or removal .	BACKGROUND	NONE	NONE	NONE	NONE	1	0	0	0	0	0
2.24	35	93	80	7.5	bingham	Fourth , a licence to sell intoxicating liquors of specified kinds , if granted , is not like a driving licence which , although limited to certain categories of vehicle , is a licence to drive at any place within the country at any time .	BACKGROUND	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.24	35	94	81	7.5	bingham	A justices ' licence is a licence to sell intoxicating liquor at specified premises , as the Act and the prescribed and recommended forms of justices ' licence make clear : see Paterson 's Licensing Acts 2002 , 110th ed. Mehigan and Phillips 2001 , at pp 779 - 780 .	BACKGROUND	NONE	NONE	NONE	NONE	0	1	0	0	0	0
2.24	35	96	82	7.5	bingham	Fifth , a licence if granted is for a limited period ( section 26 ) : the renewal of a licence may be opposed ( section 7 ) and a licence may be revoked by the justices either of their own motion or on the application of any other person ( section 20A ) .	BACKGROUND	NONE	NONE	NONE	NONE	1	0	0	0	0	0
2.24	35	97	83	7.5	bingham	Sixth , an applicant or licence-holder aggrieved by the refusal , non-renewal or revocation of a licence may appeal to the crown court ( section 21 ) , where the judge or recorder will ordinarily sit , as happened here , with licensing justices able to contribute the benefit of their local knowledge and experience : Crown Court Rules 1982 ( S1 1109/1982 ) , rules 3 ( 2 ) and 4 ( 1 ) .	BACKGROUND	NONE	NONE	NONE	NONE	1	1	0	0	0	0
2.24	35	99	84	8	bingham	Two features of this licensing regime are important for present purposes .	FRAMING	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.24	35	100	85	8	bingham	First , the power of licensing justices to grant a justices ' licence is discretionary .	FRAMING	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.24	35	101	86	8	bingham	"Section 3 ( 1 ) uses the permissive "" may "" ."	FRAMING	NONE	NONE	NONE	NONE	1	0	0	0	0	0
2.24	35	102	87	8	bingham	Licensing justices are not bound to grant a licence to an applicant even if they think him or her to be a fit and proper person .	FRAMING	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.24	35	103	88	8	bingham	They may have other legitimate reasons for refusing .	FRAMING	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.24	35	104	89	8	bingham	But in the present case , as Lord Carlile of Berriew QC for the Chief Constable accepted , there was no extraneous reason for refusing Mr Kehoe the transfer which he sought .	PROCEEDINGS	NONE	NONE	NONE	NONE	0	0	0	0	0	1
2.24	35	105	90	8	bingham	It was not contended that no one should be licensed to sell intoxicating liquor at the Weavers Hotel .	PROCEEDINGS	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.24	35	106	91	8	bingham	The only issue was whether Mr Kehoe was a fit and proper person to do so .	PROCEEDINGS	4	NONE	NONE	NONE	0	0	0	0	0	0
2.24	35	107	92	8	bingham	In resolving that issue , the justices in the first instance and the crown court in the second were required to form a judgment , based of course on the evidence before the court .	PROCEEDINGS	5	NONE	NONE	NONE	0	0	0	0	0	0
